gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Preference_Tenure,Preference_MonthlyCharges,Preference_TotalCharges,NonPreference_Tenure,NonPreference_MonthlyCharges,NonPreference_TotalCharges
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0.2230816326406183,0.2061741992148175,0.6310824586747836,0.7769183673593817,0.7938258007851825,0.36891754132521637
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,0.952749011516985,0.2922915739382088,0.6544661516658622,0.04725098848301501,0.7077084260617912,0.3455338483341378
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,0.44712537861762736,0.17269329994553684,0.9246958866309708,0.5528746213823726,0.8273067000544632,0.0753041133690292
Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,0.8464086724711278,0.9979818120946059,0.5181876234830034,0.15359132752887217,0.0020181879053940976,0.4818123765169966
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,0.6994792753175043,0.19218128376428567,0.12781437831005127,0.3005207246824957,0.8078187162357143,0.8721856216899487
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,0.29743695085513366,0.7007509186242198,0.8426822554482121,0.7025630491448663,0.2992490813757802,0.15731774455178793
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,0.8137978197024772,0.46207226970690385,0.9440396038958843,0.18620218029752278,0.5379277302930962,0.05596039610411574
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0.39650574084698464,0.03329528492747569,0.2326006234889928,0.6034942591530154,0.9667047150725243,0.7673993765110072
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,0.8811031971111616,0.0812635366383847,0.20628592721604033,0.11889680288883842,0.9187364633616153,0.7937140727839597
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,0.5812728726358587,0.9294283644569747,0.5323206317316628,0.4187271273641413,0.07057163554302526,0.4676793682683372
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,0.8817353618548528,0.7445426875848299,0.2991176290504163,0.1182646381451472,0.2554573124151701,0.7008823709495837
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,0.6925315900777659,0.5460097849066335,0.8497537002128077,0.3074684099222341,0.45399021509336646,0.15024629978719228
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,0.7252542798196405,0.20946480252876398,0.4584462702084836,0.2747457201803595,0.790535197471236,0.5415537297915164
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0.5013243819267023,0.00635613945084601,0.23435296017960539,0.49867561807329774,0.993643860549154,0.7656470398203946
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0.9560836347232239,0.7726499172117556,0.0006331753085918601,0.043916365276776115,0.22735008278824442,0.9993668246914081
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0.6439901992296374,0.3122986170758142,0.10293582632625209,0.3560098007703626,0.6877013829241858,0.8970641736737479
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0.4238550485581797,0.21404057967009382,0.3573990420739337,0.5761449514418203,0.7859594203299062,0.6426009579260663
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,0.6063932141279244,0.17231152712162923,0.8820848956863571,0.39360678587207565,0.8276884728783708,0.11791510431364294
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,0.019193198309333526,0.8087963847814335,0.37037138777354006,0.9808068016906665,0.19120361521856655,0.6296286122264599
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0.30157481667454933,0.6206329061880054,0.13502085013547294,0.6984251833254507,0.3793670938119946,0.8649791498645271
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0.660173537492685,0.6413007780609618,0.9436777385340237,0.33982646250731496,0.35869922193903825,0.0563222614659763
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,0.29007760721044407,0.9254372594876188,0.685772758910542,0.7099223927895559,0.07456274051238121,0.314227241089458
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0.6180154289988415,0.8917990435794444,0.4162737171439579,0.38198457100115846,0.1082009564205556,0.5837262828560421
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,0.42876870094576613,0.680461234857334,0.7044614482551602,0.5712312990542339,0.319538765142666,0.2955385517448398
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0.13547406422245023,0.9610269373594783,0.9064371537925322,0.8645259357775498,0.038973062640521694,0.0935628462074678
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0.29828232595603077,0.2289610081163196,0.17693989851064684,0.7017176740439692,0.7710389918836804,0.8230601014893532
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0.5699649107012649,0.01960223306193165,0.5555112408156477,0.43003508929873513,0.9803977669380683,0.44448875918435227
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0.5908727612481732,0.9217067779277516,0.7413584322683303,0.40912723875182677,0.07829322207224843,0.2586415677316697
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0.5743252488495788,0.2643279757500815,0.9792596281263005,0.4256747511504212,0.7356720242499185,0.02074037187369948
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0.6532008198571336,0.9731029671724422,0.20907628644644893,0.34679918014286637,0.026897032827557843,0.7909237135535511
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0.6521032700016889,0.2240390588541673,0.45797986538607705,0.3478967299983111,0.7759609411458327,0.542020134613923
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0.43141843543397396,0.2784595953903336,0.1375145314046725,0.568581564566026,0.7215404046096664,0.8624854685953275
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0.896546595851063,0.9094498227750387,0.5714773330982363,0.103453404148937,0.09055017722496128,0.42852266690176366
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,0.36756187004789653,0.8126551577674923,0.5154119931914896,0.6324381299521035,0.1873448422325077,0.48458800680851044
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0.4358649252656268,0.09739122586594984,0.6799036950957278,0.5641350747343732,0.9026087741340502,0.3200963049042722
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,0.8919233550156721,0.5754712485275603,0.5175146622760562,0.1080766449843279,0.42452875147243974,0.48248533772394375
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0.8061939890460857,0.15775160622349815,0.22724991033714514,0.19380601095391425,0.8422483937765018,0.7727500896628549
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0.7038885835403663,0.071671575274595,0.44283667272052807,0.2961114164596337,0.928328424725405,0.5571633272794719
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0.10022688731230112,0.6123818288046528,0.17147483589674095,0.8997731126876989,0.38761817119534725,0.828525164103259
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0.9194826137446735,0.07805252034992338,0.21115014464883697,0.08051738625532645,0.9219474796500766,0.788849855351163
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0.7142412995491114,0.4718949858560406,0.3205827869122104,0.2857587004508886,0.5281050141439594,0.6794172130877896
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0.9988470065678665,0.6145127612603761,0.8514252421506961,0.0011529934321334867,0.38548723873962387,0.14857475784930385
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0.14944830465799375,0.9391026716959802,0.4851016528811023,0.8505516953420063,0.06089732830401984,0.5148983471188977
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0.8681260573682142,0.9212721990958961,0.015071276500546293,0.13187394263178576,0.07872780090410392,0.9849287234994537
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,0.16249293467637482,0.6074574544884097,0.9545853023271806,0.8375070653236252,0.3925425455115903,0.04541469767281936
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0.6155595642838442,0.5027125191105267,0.12591204169376713,0.3844404357161558,0.4972874808894733,0.8740879583062329
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0.12381998284944151,0.6503911822531862,0.8854325157294051,0.8761800171505585,0.34960881774681385,0.11456748427059493
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0.8480082293222344,0.9249654928310098,0.5568840040175366,0.1519917706777656,0.07503450716899018,0.44311599598246343
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0.8073189587250107,0.9909404198840676,0.6226652636586929,0.1926810412749893,0.009059580115932442,0.3773347363413071
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0.5691007386145933,0.03309033290941643,0.6799998554620652,0.4308992613854067,0.9669096670905836,0.3200001445379348
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,0.40718329722599966,0.9695520887636515,0.4022910122997475,0.5928167027740003,0.03044791123634849,0.5977089877002525
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0.06916699545513805,0.8031859794404212,0.3645417498441518,0.930833004544862,0.19681402055957875,0.6354582501558482
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,0.6974287731445636,0.07500483980227612,0.03438906014664844,0.30257122685543636,0.9249951601977239,0.9656109398533516
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,0.45354268267806885,0.8001678784089122,0.9604338459120652,0.5464573173219311,0.19983212159108776,0.039566154087934846
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0.7220555994703479,0.6626329103436677,0.951070338918539,0.2779444005296521,0.33736708965633233,0.04892966108146102
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0.8663823259286292,0.9057379413575811,0.46139893188097014,0.13361767407137082,0.09426205864241888,0.5386010681190299
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0.9755215050028858,0.4577972816726522,0.5071532373428719,0.024478494997114186,0.5422027183273478,0.4928467626571281
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0.855803342392611,0.5033384629781011,0.336223482813535,0.14419665760738898,0.49666153702189886,0.663776517186465
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,Yes,0.011714084185001972,0.8373133120106975,0.18771456232880834,0.988285915814998,0.16268668798930253,0.8122854376711917
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0.3599780644783639,0.4837877945192871,0.08356759799935554,0.6400219355216361,0.5162122054807129,0.9164324020006445
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,0.729990562424058,0.5263679013803221,0.9394089163882895,0.270009437575942,0.4736320986196779,0.060591083611710506
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0.17162967726144052,0.24435887899595188,0.020908796672042818,0.8283703227385595,0.7556411210040481,0.9790912033279572
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0.5210366062041293,0.3304225120641303,0.5122961894614444,0.4789633937958707,0.6695774879358697,0.4877038105385556
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0.05433798833925363,0.2876483753828909,0.6806733216896542,0.9456620116607464,0.7123516246171091,0.3193266783103458
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0.19999652489640007,0.045663217866664274,0.908838342063514,0.8000034751035999,0.9543367821333357,0.091161657936486
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,0.01852179446061397,0.5830337897602356,0.7072533357340554,0.981478205539386,0.41696621023976443,0.29274666426594464
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0.7936977033574206,0.8426515038424413,0.3895081263547887,0.20630229664257937,0.15734849615755875,0.6104918736452113
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0.22392468806038013,0.7703126534981695,0.04709837261433092,0.7760753119396199,0.22968734650183054,0.9529016273856691
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,0.3453516806969027,0.2465856395657713,0.054714431314573764,0.6546483193030973,0.7534143604342287,0.9452855686854262
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,0.9280812934655909,0.5863096890166372,0.7643488029982902,0.07191870653440913,0.41369031098336284,0.23565119700170978
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0.7044144019235328,0.4904306563186217,0.9421402859066496,0.2955855980764672,0.5095693436813783,0.057859714093350445
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,No,0.03183892953130785,0.816553922941589,0.7948505044171762,0.9681610704686922,0.18344607705841098,0.2051494955828238
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0.16469415649791275,0.35347992310443066,0.4483895345650152,0.8353058435020873,0.6465200768955693,0.5516104654349848
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0.6214784014997635,0.03659695107178362,0.3393566959411851,0.3785215985002365,0.9634030489282164,0.6606433040588149
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,0.5772285886041676,0.887275812020253,0.18741122191704396,0.4227714113958324,0.11272418797974704,0.812588778082956
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0.23789282137450862,0.6702804280820993,0.5425470765192603,0.7621071786254914,0.3297195719179007,0.45745292348073974
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,0.9342139979247938,0.181858460291778,0.428507963079657,0.06578600207520624,0.818141539708222,0.571492036920343
